Model_Family,Variable,Period,Classes,LatentClass,Assigned_Class_Label,Archetype_Group,Display_Label,Color_Name,Color_Hex,Rationale,Source_Project,Source_File,Status,Narrative_Label,Legacy_Display_Label,Legacy_Archetype_Group,Legacy_Rationale,Decision_Source
LCGA,JPA,Early Childhood (0–5 Years),6,3,"Paternal Absence, Stable High",Stable Medium,"Paternal Absence, Stable High",stable-high-adversity-magenta-alt,#AA3377,"Father absence remains high across ages 0 to 5 years while mother absence stays near zero, indicating persistent paternal absence.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (0–5y); Father Stable High (0–5y),Mother Stable Low (0–5y); Father Stable High (0–5y),Stable Medium,Composite is stable medium (~50%) because paternal absence remains high while maternal absence stays low throughout ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),6,4,Maternal Absence Transition,Shift Up Early,Maternal Absence Transition,onset-orange-red-alt,#D55E00,"Mother absence rises steeply across early childhood while father absence declines from moderate levels, leaving maternal absence as the dominant later pattern.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Early (0–3y); Father Shift Down Early (0–2y),Mother Shift Up Early (0–3y); Father Shift Down Early (0–2y),Shift Up Early,Composite shifts upward early (~30% → ~50%) because maternal absence rises rapidly in the first ~3 years while paternal absence declines early and remains low thereafter.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),6,5,Late Dual Absence,Shift Up Mid,Late Dual Absence,late-dual-absence-red-alt,#D73027,"Father absence is already high and mother absence rises later, producing near-certain dual absence by the end of early childhood.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Mid (2–4y); Father Stable High (0–5y),Mother Shift Up Mid (2–4y); Father Stable High (0–5y),Shift Up Mid,Composite shifts upward in mid–early childhood (~50% → ~100%) as maternal absence emerges around ages ~2–4 while paternal absence is already persistently high.,canonical_label_plus_obj01_archetype
LCGA,JPA,Early Childhood (0–5 Years),6,6,"Two-Parent, Stable Presence",Stable Low,"Two-Parent, Stable Presence",stable-gray-alt,#D9D9D9,"Mother and father absence remain near zero throughout early childhood, indicating stable two-parent residence.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (0–5y); Father Stable Low (0–5y),Mother Stable Low (0–5y); Father Stable Low (0–5y),Stable Low,Composite is stably low (~0%) because both maternal and paternal absence remain rare across ages 0–5.,canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,1,Mother Stable Low (0–12y); Father Stable High (0–12y),Stable Medium,Mother Stable Low (0–12y); Father Stable High (0–12y),gray,#BBBBBB,Composite is stable medium (~50%) because paternal absence stays high while maternal absence remains low across ages 0–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (0–12y); Father Stable High (0–12y),Mother Stable Low (0–12y); Father Stable High (0–12y),Stable Medium,Composite is stable medium (~50%) because paternal absence stays high while maternal absence remains low across ages 0–12.,canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,2,Mother Shift Up Late (10–12y); Father Shift Up Mid (5–9y),Shift Up Late,Mother Shift Up Late (10–12y); Father Shift Up Mid (5–9y),indigo,#332288,"Composite shifts upward late (near 0% → ~70%) driven primarily by a strong rise in paternal absence through mid-childhood, followed by a late increase in maternal absence.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Late (10–12y); Father Shift Up Mid (5–9y),Mother Shift Up Late (10–12y); Father Shift Up Mid (5–9y),Shift Up Late,"Composite shifts upward late (near 0% → ~70%) driven primarily by a strong rise in paternal absence through mid-childhood, followed by a late increase in maternal absence.",canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,3,Mother Stable Low (0–12y); Father Stable Low (0–12y),Stable Low,Mother Stable Low (0–12y); Father Stable Low (0–12y),light_gray,#DDDDBD,Composite is stably low (~0%) because both maternal and paternal absence remain rare across ages 0–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (0–12y); Father Stable Low (0–12y),Mother Stable Low (0–12y); Father Stable Low (0–12y),Stable Low,Composite is stably low (~0%) because both maternal and paternal absence remain rare across ages 0–12.,canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,4,Mother Shift Up Mid (4–10y); Father Concave Trough Early (0–6y),Concave Trough Early,Mother Shift Up Mid (4–10y); Father Concave Trough Early (0–6y),red,#D73027,Composite shows an early trough (≈0–3y) followed by a steady rise (to ~60%) because paternal absence declines early while maternal absence increases strongly from mid-childhood onward.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Mid (4–10y); Father Concave Trough Early (0–6y),Mother Shift Up Mid (4–10y); Father Concave Trough Early (0–6y),Concave Trough Early,Composite shows an early trough (≈0–3y) followed by a steady rise (to ~60%) because paternal absence declines early while maternal absence increases strongly from mid-childhood onward.,canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,5,Mother Convex Peak Early (1–4y); Father Shift Down Mid (0–12y),Shift Down Mid,Mother Convex Peak Early (1–4y); Father Shift Down Mid (0–12y),bluish_green,#009E73,Composite shifts downward (~60% → ~0%) as paternal absence decreases steadily across childhood and maternal absence also declines after an early peak.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Convex Peak Early (1–4y); Father Shift Down Mid (0–12y),Mother Convex Peak Early (1–4y); Father Shift Down Mid (0–12y),Shift Down Mid,Composite shifts downward (~60% → ~0%) as paternal absence decreases steadily across childhood and maternal absence also declines after an early peak.,canonical_label_plus_obj01_archetype
LCGA,JPA,Entire Childhood (0–12 Years),6,6,Mother Shift Up Early (0–5y); Father Stable High (0–12y),Shift Up Mid,Mother Shift Up Early (0–5y); Father Stable High (0–12y),teal,#44AA99,"Composite shifts upward (≈55% → ~100%) because paternal absence is persistently high and maternal absence rises strongly in early childhood, yielding near-certain joint absence by mid-childhood.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Early (0–5y); Father Stable High (0–12y),Mother Shift Up Early (0–5y); Father Stable High (0–12y),Shift Up Mid,"Composite shifts upward (≈55% → ~100%) because paternal absence is persistently high and maternal absence rises strongly in early childhood, yielding near-certain joint absence by mid-childhood.",canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,1,Mother Shift Up Early (6–9y); Father Stable Low (6–12y),Shift Up Early,Mother Shift Up Early (6–9y); Father Stable Low (6–12y),gray,#BBBBBB,Composite shifts upward early (~30% → ~50%) as maternal absence increases strongly by ~9 years while paternal absence remains low.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Early (6–9y); Father Stable Low (6–12y),Mother Shift Up Early (6–9y); Father Stable Low (6–12y),Shift Up Early,Composite shifts upward early (~30% → ~50%) as maternal absence increases strongly by ~9 years while paternal absence remains low.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,2,Mother Stable Low (6–12y); Father Stable High (6–12y),Stable Medium,Mother Stable Low (6–12y); Father Stable High (6–12y),indigo,#332288,Composite is stable medium (~50%) because paternal absence is persistently high and maternal absence remains low throughout ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (6–12y); Father Stable High (6–12y),Mother Stable Low (6–12y); Father Stable High (6–12y),Stable Medium,Composite is stable medium (~50%) because paternal absence is persistently high and maternal absence remains low throughout ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,3,Mother Stable Low (6–12y); Father Stable Low (6–12y),Stable Low,Mother Stable Low (6–12y); Father Stable Low (6–12y),light_gray,#DDDDBD,Composite is stably low (~0%) because both maternal and paternal absence stay near zero across ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low (6–12y); Father Stable Low (6–12y),Mother Stable Low (6–12y); Father Stable Low (6–12y),Stable Low,Composite is stably low (~0%) because both maternal and paternal absence stay near zero across ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,4,Mother Stable High (6–12y); Father Stable High (6–12y),Stable High,Mother Stable High (6–12y); Father Stable High (6–12y),red,#D73027,Composite is stably high (~100%) because both maternal and paternal absence remain near certainty throughout ages 6–12.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable High (6–12y); Father Stable High (6–12y),Mother Stable High (6–12y); Father Stable High (6–12y),Stable High,Composite is stably high (~100%) because both maternal and paternal absence remain near certainty throughout ages 6–12.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,5,Mother Shift Up Late (9–11y); Father Stable High (6–12y),Shift Up Late,Mother Shift Up Late (9–11y); Father Stable High (6–12y),bluish_green,#009E73,Composite shifts upward late (~45% → ~100%) as maternal absence emerges after ~9 years while paternal absence remains persistently high.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Late (9–11y); Father Stable High (6–12y),Mother Shift Up Late (9–11y); Father Stable High (6–12y),Shift Up Late,Composite shifts upward late (~45% → ~100%) as maternal absence emerges after ~9 years while paternal absence remains persistently high.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),6,6,Mother Shift Down Mid (6–11y); Father Stable Medium–High (6–12y),Shift Down Late,Mother Shift Down Mid (6–11y); Father Stable Medium–High (6–12y),teal,#44AA99,Composite trends downward slightly (~42% → ~35%) because maternal absence declines toward zero while paternal absence remains moderately high.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Down Mid (6–11y); Father Stable Medium–High (6–12y),Mother Shift Down Mid (6–11y); Father Stable Medium–High (6–12y),Shift Down Late,Composite trends downward slightly (~42% → ~35%) because maternal absence declines toward zero while paternal absence remains moderately high.,canonical_label_plus_obj01_archetype
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,1,"Dual Absence, Stable High","Dual Absence, Stable High","Dual Absence, Stable High",chronic-dual-adversity-burgundy-alt,#7F0000,"Mother and father absence are both near-certain across middle-late childhood, indicating persistent dual parental absence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,"Dual Absence, Stable High",,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,2,"Paternal Absence, Stable High","Paternal Absence, Stable High","Paternal Absence, Stable High",stable-high-adversity-magenta-alt,#AA3377,"Father absence remains near-certain across ages 6 to 12 years while mother absence stays near zero, indicating persistent paternal absence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,"Paternal Absence, Stable High",,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,3,Maternal Absence Transition,Maternal Absence Transition,Maternal Absence Transition,onset-orange-red-alt,#D55E00,"Mother absence rises from moderate to very high levels while father absence remains low, indicating an increasing maternal absence pattern.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,Maternal Absence Transition,,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,4,Late Dual Absence,Late Dual Absence,Late Dual Absence,late-dual-absence-red-alt,#D73027,"Father absence is already high and mother absence rises strongly later, producing dual absence by later childhood.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,Late Dual Absence,,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,5,Rising Paternal Absence,Rising Paternal Absence,Rising Paternal Absence,rising-adversity-coral-alt,#F46D43,"Mother absence remains low while father absence rises from low to near-certain levels, indicating later-onset paternal absence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,Rising Paternal Absence,,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,6,From Dual to Paternal Absence,From Dual to Paternal Absence,From Dual to Paternal Absence,partial-improvement-sky-alt,#56B4E9,"Mother absence starts high and declines toward zero while father absence remains high, shifting from dual absence toward persistent paternal absence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,From Dual to Paternal Absence,,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,7,"Two-Parent, Stable Presence","Two-Parent, Stable Presence","Two-Parent, Stable Presence",stable-gray-alt,#D9D9D9,"Mother and father absence remain near zero across middle-late childhood, indicating stable two-parent residence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,"Two-Parent, Stable Presence",,,,canonical_only_retained
LCGA,JPA,Middle–Late Childhood (6–12 Years),8,8,Declining Return to Two-Parent,Declining Return to Two-Parent,Declining Return to Two-Parent,return-to-protective-green-alt,#009E73,"Father absence starts high and falls toward zero while mother absence stays low, indicating a transition back toward two-parent residence.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,Declining Return to Two-Parent,,,,canonical_only_retained
LCGA,JPAC,Early Childhood (0–5 Years),6,1,"Chronic Dual Absence, Rising Overcrowding",Stable Medium,"Chronic Dual Absence, Rising Overcrowding",wine,#882255,"Mother and father absence are both high across early childhood, with overcrowding increasing over time.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Medium — Low parental absence; overcrowding increases (0–5y),Stable Medium — Low parental absence; overcrowding increases (0–5y),Stable Medium,"Composite is ~mid-level and slowly increases across 0–5y (Stable Medium). Detailed distributions show both maternal absence and paternal absence are rare after infancy, while overcrowding increases steadily—supporting a moderate, gently rising composite.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Early Childhood (0–5 Years),6,2,"Maternal Shift, Low Overcrowding",Stable Mid-Low,"Maternal Shift, Low Overcrowding",orange,#E69F00,"Maternal absence rises while father absence falls, and overcrowding remains low.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Mid-Low — Father becomes stably absent; mother present; no overcrowding (0–5y),Stable Mid-Low — Father becomes stably absent; mother present; no overcrowding (0–5y),Stable Mid-Low,Composite remains low and fairly flat (~30–35%) across 0–5y (Stable Low). Detailed distributions show paternal absence increases rapidly to near certainty by ~2y while maternal absence and overcrowding remain near zero—yielding a low composite driven primarily by father absence.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Early Childhood (0–5 Years),6,3,"Two-Parent, Moderate Overcrowding",Shift Down Late,"Two-Parent, Moderate Overcrowding",gray,#BBBBBB,"Parental absence remains low, with persistent moderate overcrowding.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Down Late — Early father decline; mother peaks mid then declines; low overcrowding (0–5y),Shift Down Late — Early father decline; mother peaks mid then declines; low overcrowding (0–5y),Shift Down Late,"Composite shows a gradual decline with a stronger drop by age 5 (Shift Down Late). Detailed distributions indicate paternal absence falls sharply in early childhood, while maternal absence rises to a mid-period peak (~2–4y) then decreases by age 5; overcrowding remains low—together producing the late downward shift in the composite.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Early Childhood (0–5 Years),6,4,"Late Dual Absence, Rising Overcrowding",Stable Low,"Late Dual Absence, Rising Overcrowding",purple,#AA3377,"Father absence is high throughout, mother absence rises later, and overcrowding increases.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable Low — Minimal parental absence; moderate overcrowding increases (0–5y),Stable Low — Minimal parental absence; moderate overcrowding increases (0–5y),Stable Low,"Composite stays low (~10–15%) with only a slight rise across 0–5y (Stable Low). Detailed distributions show both maternal and paternal absence remain rare, while overcrowding increases modestly—keeping the composite low throughout.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Early Childhood (0–5 Years),6,5,"Paternal Absence, Minimal Overcrowding",Stable High,"Paternal Absence, Minimal Overcrowding",sky,#88CCEE,"Father absence is high, mother absence is low, and overcrowding is minimal.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Stable High — Persistent maternal & paternal absence; overcrowding increases (0–5y),Stable High — Persistent maternal & paternal absence; overcrowding increases (0–5y),Stable High,"Composite is high throughout (≈70–85%) with a mild rise to age ~3–4 and slight taper by age 5 (Stable High). Detailed distributions show both maternal and paternal absence are near-certain across early childhood, with overcrowding increasing from low–moderate to moderate levels—supporting a persistently high composite.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Early Childhood (0–5 Years),6,6,"Paternal Absence, High Overcrowding",Shift Up Mid,"Paternal Absence, High Overcrowding",indigo,#332288,"Father absence is high, mother absence is low, and overcrowding is persistently high.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Shift Up Mid — Mother becomes absent mid-period; father stably absent; overcrowding increases (0–5y),Shift Up Mid — Mother becomes absent mid-period; father stably absent; overcrowding increases (0–5y),Shift Up Mid,"Composite increases sharply around ages ~2–4 and reaches a high plateau by 4–5y (Shift Up Mid). Detailed distributions show paternal absence is near-certain throughout, maternal absence transitions rapidly from near-zero to near-certain around ~3–4y, and overcrowding increases steadily—together driving the mid-period surge in the composite.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,1,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Shift Up Mid,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),gray,#BBBBBB,"Composite increases gradually as overcrowding rises across childhood, while both parental-absence components remain low.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Shift Up Mid,"Composite increases gradually as overcrowding rises across childhood, while both parental-absence components remain low.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,2,Mother Shift Up Late (8–12y); Father Shift Up Late (6–10y); Overcrowding Shift Up Mid (0–12y),Shift Up Late,Mother Shift Up Late (8–12y); Father Shift Up Late (6–10y); Overcrowding Shift Up Mid (0–12y),indigo,#332288,"Composite shifts upward late because both maternal and paternal absence emerge in later childhood (father first, then mother) on top of increasing overcrowding.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Late (8–12y); Father Shift Up Late (6–10y); Overcrowding Shift Up Mid (0–12y),Mother Shift Up Late (8–12y); Father Shift Up Late (6–10y); Overcrowding Shift Up Mid (0–12y),Shift Up Late,"Composite shifts upward late because both maternal and paternal absence emerge in later childhood (father first, then mother) on top of increasing overcrowding.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,3,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Down Early (0–4y),Shift Up Early,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Down Early (0–4y),light_gray,#DDDDBD,Composite increases early because maternal absence rises rapidly while paternal absence is already high; overcrowding declines early and remains low.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Down Early (0–4y),Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Down Early (0–4y),Shift Up Early,Composite increases early because maternal absence rises rapidly while paternal absence is already high; overcrowding declines early and remains low.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,4,Mother Shift Up Mid (1–7y); Father Concave Trough Mid (0–10y); Overcrowding Stable Low,Residual / Other,Mother Shift Up Mid (1–7y); Father Concave Trough Mid (0–10y); Overcrowding Stable Low,red,#D73027,"Complex joint dynamics (maternal increase with a U-shaped paternal pattern, plus low overcrowding) do not align cleanly with a single canonical composite archetype.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Mid (1–7y); Father Concave Trough Mid (0–10y); Overcrowding Stable Low,Mother Shift Up Mid (1–7y); Father Concave Trough Mid (0–10y); Overcrowding Stable Low,Residual / Other,"Complex joint dynamics (maternal increase with a U-shaped paternal pattern, plus low overcrowding) do not align cleanly with a single canonical composite archetype.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,5,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Up Mid (0–12y),Shift Up Early,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Up Mid (0–12y),bluish_green,#009E73,Composite rises early and remains high because parental absence becomes high early (father already high; mother increases by ~4y) while overcrowding also increases across childhood.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Up Mid (0–12y),Mother Shift Up Early (0–4y); Father Stable High; Overcrowding Shift Up Mid (0–12y),Shift Up Early,Composite rises early and remains high because parental absence becomes high early (father already high; mother increases by ~4y) while overcrowding also increases across childhood.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,6,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Stable Low,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),teal,#44AA99,Composite remains low-to-moderate because parental absence stays rare and only a modest overcrowding increase is observed.,public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Mother Stable Low; Father Stable Low; Overcrowding Shift Up Mid (0–12y),Stable Low,Composite remains low-to-moderate because parental absence stays rare and only a modest overcrowding increase is observed.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Entire Childhood (0–12 Years),7,7,Mother Shift Down Mid (2–9y); Father Shift Down Mid (2–10y); Overcrowding Shift Up Mid (0–12y),Shift Down Mid,Mother Shift Down Mid (2–9y); Father Shift Down Mid (2–10y); Overcrowding Shift Up Mid (0–12y),green,#228833,"Composite declines through mid-childhood because both parental-absence components resolve over time, partially offset by increasing overcrowding.",public_seed_registry,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Down Mid (2–9y); Father Shift Down Mid (2–10y); Overcrowding Shift Up Mid (0–12y),Mother Shift Down Mid (2–9y); Father Shift Down Mid (2–10y); Overcrowding Shift Up Mid (0–12y),Shift Down Mid,"Composite declines through mid-childhood because both parental-absence components resolve over time, partially offset by increasing overcrowding.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,1,"Late Dual Absence, High Overcrowding",Stable Medium,"Late Dual Absence, High Overcrowding",purple,#AA3377,"Mother absence rises over time, father absence is already high, and overcrowding is high.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Down Late (10–12y); Father Stable Low; Overcrowding Shift Up Mid (6–12y),Mother Shift Down Late (10–12y); Father Stable Low; Overcrowding Shift Up Mid (6–12y),Stable Medium,Composite remains moderate as rising overcrowding offsets low paternal absence and a late decline in maternal absence.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,2,"Two-Parent, Minimal Overcrowding",Shift Up Early,"Two-Parent, Minimal Overcrowding",light_gray,#DDDDBD,"Both parents are generally present, with minimal overcrowding.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Shift Up Early (6–10y),Mother Stable Low; Father Stable Low; Overcrowding Shift Up Early (6–10y),Shift Up Early,Composite increases in early later-childhood because overcrowding rises substantially while both parental-absence components remain low.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,3,"Two-Parent, High Overcrowding",Stable High,"Two-Parent, High Overcrowding",gray,#BBBBBB,"Parental absence remains low, but overcrowding is persistently high.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable High; Father Stable High; Overcrowding Shift Up Early (6–10y),Mother Stable High; Father Stable High; Overcrowding Shift Up Early (6–10y),Stable High,Composite is stably high because both parental-absence indicators are near-certain and overcrowding remains high and increasing.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,4,"Paternal Absence, Severe Overcrowding",Shift Up Mid,"Paternal Absence, Severe Overcrowding",indigo,#332288,"Father absence is very high, mother absence is low, and overcrowding is severe.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Shift Up Late (9–11y); Father Shift Up Mid (6–10y); Overcrowding Shift Up Early (6–10y),Mother Shift Up Late (9–11y); Father Shift Up Mid (6–10y); Overcrowding Shift Up Early (6–10y),Shift Up Mid,"Composite rises strongly through later-childhood as both parental-absence components approach certainty (father earlier, mother later) alongside high overcrowding.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,5,"Dual Absence, Minimal Overcrowding",Shift Up Early,"Dual Absence, Minimal Overcrowding",lavender,#CC79A7,"Both mother and father absence are high, but overcrowding remains minimal.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Stable High,Mother Stable Low; Father Stable Low; Overcrowding Stable High,Shift Up Early,"Composite is elevated and increases early because overcrowding is consistently high, even though parental absence remains low.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,6,"Paternal Absence, Low Overcrowding",Stable Low,"Paternal Absence, Low Overcrowding",sky,#88CCEE,"Father absence is high, mother absence is low, and overcrowding stays low.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Stable Low,Mother Stable Low; Father Stable Low; Overcrowding Stable Low,Stable Low,"Composite is stably low because maternal absence, paternal absence, and overcrowding probabilities remain near zero throughout ages 6–12.",canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,7,"Dual Absence, Severe Overcrowding",Stable Low,"Dual Absence, Severe Overcrowding",wine,#882255,"Both mother and father absence are high, with severe overcrowding.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable Low; Father Stable Low; Overcrowding Shift Down Early (6–9y),Mother Stable Low; Father Stable Low; Overcrowding Shift Down Early (6–9y),Stable Low,Composite remains low because parental absence stays rare and overcrowding declines to near zero by ~9 years.,canonical_label_plus_obj01_archetype
LCGA,JPAC,Middle–Late Childhood (6–12 Years),8,8,"Maternal Absence, Moderate Overcrowding",Stable Medium,"Maternal Absence, Moderate Overcrowding",vermillion,#D55E00,"Mother absence is high while father absence is lower, with moderate overcrowding.",transition_screening_reference,data/metadata/class_registry.csv,curated_overlap_first_pass,Mother Stable High; Father Stable High; Overcrowding Shift Down Early (6–9y),Mother Stable High; Father Stable High; Overcrowding Shift Down Early (6–9y),Stable Medium,Composite stays moderately high because both parental-absence components remain high while overcrowding decreases early in later-childhood.,canonical_label_plus_obj01_archetype
LCGA,JPACES,Early Childhood (0–5 Years),8,1,"Two-Parent, Moderate Overcrowding, Severe Low SES","Two-Parent, Moderate Overcrowding, Severe Low SES","Two-Parent, Moderate Overcrowding, Severe Low SES",gray,#BBBBBB,"Mother and father are generally present, overcrowding is moderate and increases over time, and the probability of low household SES remains near-certain.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,"Two-Parent, Moderate Overcrowding, Severe Low SES",,,,canonical_only_retained
LCGA,JPACES,Early Childhood (0–5 Years),8,2,"Dual Absence, Moderate Overcrowding, Severe Low SES","Dual Absence, Moderate Overcrowding, Severe Low SES","Dual Absence, Moderate Overcrowding, Severe Low SES",purple,#AA3377,"Mother and father absence are both high, overcrowding is moderate and rising, and low household SES remains highly probable throughout early childhood.",transition_screening_reference,data/metadata/class_registry.csv,retained_canonical_first_pass,"Dual Absence, Moderate Overcrowding, Severe Low SES",,,,canonical_only_retained
