adjustment_set,adjustment_label,tier,hypothesis_id,window,scenario,reference,comparator,contrast,contrast_direction,expected_direction,mediator_block_id,mediator_block,mediators_in_block,n_mediators,n_patterns,effect,n_subjects,n_pseudo_rows,interval_method,rd,ci_low,ci_high,rd_ci,within_variance,between_variance,total_variance,rubin_df,m_imputations,percent_mediated,percent_mediated_display,interpretation_flag
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.06684974336487916,-,-,0.067,-,3.12227356275927e-6,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.021220529826308385,-,-,0.021,-,1.3484900045944152e-7,-,-,20,0.31743621976949893,31.7%,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.005568278043758866,-0.014920254513760832,0.02605681060127856,"0.006 (-0.015, 0.026)",1.086997871156242e-4,5.485823432522662e-7,1.0927579857603908e-4,683816.1133774881,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.006606035597844458,-0.014679083667282235,0.02789115486297115,"0.007 (-0.015, 0.028)",1.1736471863308113e-4,5.462219139021203e-7,1.1793825164267836e-4,803426.4666639987,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0010377575540855895,-0.0026550931452582844,0.004730608253429463,"0.001 (-0.003, 0.005)",3.5336871720908843e-6,1.5518887072688363e-8,3.549982003517207e-6,901791.5465740353,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.005722094218339579,-,-,0.006,-,5.53644382591181e-7,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.006450828102216663,-,-,0.006,-,5.291186899043148e-7,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,7.287338838770842e-4,-,-,0.001,-,1.802584217225894e-8,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0020366270958989963,-0.026640070454926584,0.030713324646724577,"0.002 (-0.027, 0.031)",2.119623429838154e-4,2.0077218015557058e-6,2.140704508754489e-4,195921.17668106768,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.002755534915659625,-0.026625032184966185,0.03213610201628543,"0.003 (-0.027, 0.032)",2.2246799547243057e-4,2.133403347515138e-6,2.2470806898732147e-4,191190.53732546343,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",7.189078197606302e-4,-0.0038590452522304364,0.005296860891751697,"0.001 (-0.004, 0.005)",5.4135753469096315e-6,4.003168170390391e-8,5.45560861269873e-6,320076.46773051796,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.002851361705962119,-,-,0.003,-,2.0123297023606676e-6,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.003141322167056238,-,-,0.003,-,2.0771163676014736e-6,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,2.899604610941183e-4,-,-,0.000,-,5.696854990223869e-8,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.03821354439120355,-0.013190714157303218,0.08961780293971032,"0.038 (-0.013, 0.090)",6.854940193701367e-4,2.2552840171060415e-6,6.87862067588098e-4,1603153.9894446821,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.039565582739514965,-0.013910872240651614,0.09304203771968154,"0.040 (-0.014, 0.093)",7.423574993433085e-4,1.9815456220266224e-6,7.444381222464364e-4,2432338.7647760953,20,-,-,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1365,9238,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0013520383483114178,-0.01147929072942481,0.014183367426047646,"0.001 (-0.011, 0.014)",4.267438635370207e-5,1.7620219347356764e-7,4.285939865684932e-5,1019634.5160830034,20,0.03417208226687153,3.4%,positive; interval includes 0
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.04017385371528437,-,-,0.040,-,2.4632713035382017e-6,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.03926554223242277,-,-,0.039,-,2.2954987832005226e-6,-,-,20,-,-,positive; interval unavailable
base,Base causal mediation estimand with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1365,9238,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-9.083114828615944e-4,-,-,-0.001,-,2.437893144487398e-7,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.023378938097579374,-0.024534718945612013,0.07129259514077076,"0.023 (-0.025, 0.071)",5.964187653870489e-4,1.1402489093822723e-6,5.976160267419003e-4,4733911.59544464,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.034160504296369576,-0.019783264066711923,0.08810427265945107,"0.034 (-0.020, 0.088)",7.558900660413315e-4,1.5390721033955842e-6,7.575060917498969e-4,4174739.003665108,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0107815661987902,-0.002868257674524711,0.02443139007210511,"0.011 (-0.003, 0.024)",4.844490464427622e-5,5.41839904388011e-8,4.8501797834236965e-5,13808569.972648926,20,0.31561496005010725,31.6%,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.022524844635432136,-,-,0.023,-,1.0809137748758076e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.032120454205985534,-,-,0.032,-,1.3111745929877495e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.009595609570553398,-,-,0.010,-,3.155151888050355e-8,-,-,20,0.2987382902189873,29.9%,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.004292086554219778,-0.02491777536611794,0.016333602257678385,"-0.004 (-0.025, 0.016)",1.0964887375947596e-4,1.0417960153470628e-6,1.1074275957559038e-4,194733.3349811852,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.002461093626442632,-0.023453730522099456,0.018531543269214194,"-0.002 (-0.023, 0.019)",1.135962876089261e-4,1.0685355980883821e-6,1.147182499869189e-4,198637.86512518872,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.001830992927777142,-0.0014328428360480872,0.005094828691602372,"0.002 (-0.001, 0.005)",2.7512074091818403e-6,2.079808915077922e-8,2.7730454027901586e-6,306367.0765773375,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.003615932687611638,-,-,-0.004,-,1.1284486897866026e-6,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.0027451522140245046,-,-,-0.003,-,1.1300151837435735e-6,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,8.70780473587131e-4,-,-,0.001,-,2.915201964584804e-8,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.005397221059834886,-0.05371027428088161,0.042915832161211837,"-0.005 (-0.054, 0.043)",6.068108599145822e-4,7.714461941319615e-7,6.076208784184208e-4,10691265.079334226,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.006503405504977071,-0.05442485652695075,0.041418045516996606,"-0.007 (-0.054, 0.041)",5.969834194023652e-4,7.8781716687883e-7,5.97810627427588e-4,9923191.793477759,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.001106184445142181,-0.00744255515776966,0.005230186267485299,"-0.001 (-0.007, 0.005)",1.0441338012613325e-5,9.823599213211648e-9,1.0451652791787197e-5,Inf,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.0037515189705858306,-,-,-0.004,-,9.374815442446038e-7,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.006550970953862036,-,-,-0.007,-,9.481093184167463e-7,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.0027994519832762,-,-,-0.003,-,1.753835614854074e-8,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.003595756747107809,-0.031264110827816174,0.024072597333600555,"-0.004 (-0.031, 0.024)",1.9716296421602212e-4,2.016446174631171e-6,1.9928023269938486e-4,168317.85134105635,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.002803288267291431,-0.03114526721104951,0.02553869067646665,"-0.003 (-0.031, 0.026)",2.069713488871562e-4,2.0292959818743425e-6,2.0910210966812426e-4,182978.91200977768,20,-,-,negative; interval includes 0
